Junction,Direction,Speed (mph),Time,Day
32 to 33,Northbound,48,22:00,Wednesday
32 to 33,Southbound,53,22:00,Wednesday
33 to 34,Northbound,50,22:00,Wednesday
33 to 34,Southbound,50,22:00,Wednesday
34 to 35,Northbound,48,22:00,Wednesday
34 to 35,Southbound,50,22:00,Wednesday
35 to 35A,Northbound,60,22:00,Wednesday
35 to 35A,Southbound,53,22:00,Wednesday
35A to 36,Northbound,67,22:00,Wednesday
35A to 36,Southbound,65,22:00,Wednesday
36 to 37,Northbound,67,22:00,Wednesday
36 to 37,Southbound,69,22:00,Wednesday
37 to 38,Northbound,67,22:00,Wednesday
37 to 38,Southbound,67,22:00,Wednesday
38 to 39,Northbound,68,22:00,Wednesday
38 to 39,Southbound,60,22:00,Wednesday
39 to 40,Northbound,66,22:00,Wednesday
39 to 40,Southbound,61,22:00,Wednesday
40 to 41,Northbound,65,22:00,Wednesday
40 to 41,Southbound,65,22:00,Wednesday
41 to 42,Northbound,65,22:00,Wednesday
41 to 42,Southbound,70,22:00,Wednesday
42 to 43/44,Northbound,65,22:00,Wednesday
42 to 43/44,Southbound,67,22:00,Wednesday
43/44 to 45,Northbound,65,22:00,Wednesday
43/44 to 45,Southbound,68,22:00,Wednesday
45 to 46,Northbound,50,22:00,Wednesday
45 to 46,Southbound,65,22:00,Wednesday
46 to 47,Northbound,50,22:00,Wednesday
46 to 47,Southbound,51,22:00,Wednesday
47 to 48,Northbound,57,22:00,Wednesday
47 to 48,Southbound,51,22:00,Wednesday
1 to 2,Northbound,62,08:00,Thursday
1 to 2,Southbound,28,08:00,Thursday
2 to 4,Northbound,69,08:00,Thursday
2 to 4,Southbound,68,08:00,Thursday
4 to 5,Northbound,70,08:00,Thursday
4 to 5,Southbound,70,08:00,Thursday
5 to 6,Northbound,69,08:00,Thursday
5 to 6,Southbound,70,08:00,Thursday
6 to 6A,Northbound,66,08:00,Thursday
6 to 6A,Southbound,70,08:00,Thursday
6A to 7,Northbound,61,08:00,Thursday
6A to 7,Southbound,60,08:00,Thursday
7 to 8,Northbound,54,08:00,Thursday
7 to 8,Southbound,58,08:00,Thursday
8 to 9,Northbound,60,08:00,Thursday
 8 to 9,Southbound,58,08:00,Thursday
9 to 10,Northbound,56,08:00,Thursday
9 to 10,Southbound,59,08:00,Thursday
10 to 11,Northbound,47,08:00,Thursday
10 to 11,Southbound,40,08:00,Thursday
11 to 11A,Northbound,49,08:00,Thursday
11 to 11A,Southbound,23,08:00,Thursday
11A to 12,Northbound,52,08:00,Thursday
11A to 12,Southbound,20,08:00,Thursday
12 to 13,Northbound,49,08:00,Thursday
12 to 13,Southbound,48,08:00,Thursday
13 to14,Northbound,57,08:00,Thursday
13 to14,Southbound,59,08:00,Thursday
14 to 15,Northbound,63,08:00,Thursday
14 to15,Southbound,64,08:00,Thursday
15 to 15A,Northbound,62,08:00,Thursday
15 to 15A,Southbound,64,08:00,Thursday
15A to 16,Northbound,67,08:00,Thursday
15A to 16,Southbound,69,08:00,Thursday
16 to 17,Northbound,64,08:00,Thursday
16 to 17,Southbound,67,08:00,Thursday
17 to 18,Northbound,65,08:00,Thursday
17 to 18,Southbound,66,08:00,Thursday
18 to 19,Northbound,63,08:00,Thursday
18 to 19,Southbound,63,08:00,Thursday
19 to 20,Northbound,65,08:00,Thursday
19 to 20,Southbound,62,08:00,Thursday
20 to 21,Northbound,65,08:00,Thursday
20 to 21,Southbound,69,08:00,Thursday
21 to 21A,Northbound,55,08:00,Thursday
21 to 21A,Southbound,35,08:00,Thursday
21A to 22,Northbound,69,08:00,Thursday
21A to 22,Southbound,37,08:00,Thursday
22 to 23,Northbound,66,08:00,Thursday
22 to 23,Southbound,60,08:00,Thursday
23 to 23A,Northbound,62,08:00,Thursday
23 to 23A,Southbound,60,08:00,Thursday
23A to 24,Northbound,56,08:00,Thursday
23A to 24,Southbound,60,08:00,Thursday
24 to 24A,Northbound,60,08:00,Thursday
24 to 24A,Southbound,61,08:00,Thursday
24A to 25,Northbound,63,08:00,Thursday
24A to 25,Southbound,63,08:00,Thursday
25 to 26,Northbound,65,08:00,Thursday
25 to 26,Southbound,64,08:00,Thursday
26 to 27,Northbound,70,08:00,Thursday
26 to 27,Southbound,64,08:00,Thursday
27 to 28,Northbound,61,08:00,Thursday
27 to 28,Southbound,66,08:00,Thursday
28 to 29,Northbound,64,08:00,Thursday
28 to 29,Southbound,55,08:00,Thursday
29 to 29A,Northbound,67,08:00,Thursday
29 to 29A,Southbound,64,08:00,Thursday
29A to 30,Northbound,55,08:00,Thursday
29A to 30,Southbound,55,08:00,Thursday
30 to 31,Northbound,55,08:00,Thursday
30 to 31,Southbound,51,08:00,Thursday
31 to 32,Northbound,49,08:00,Thursday
31 to 32,Southbound,51,08:00,Thursday
32 to 33,Northbound,31,08:00,Thursday
32 to 33,Southbound,53,08:00,Thursday
33 to 34,Northbound,49,08:00,Thursday
33 to 34,Southbound,49,08:00,Thursday
34 to 35,Northbound,48,08:00,Thursday
34 to 35,Southbound,48,08:00,Thursday
35 to 35A,Northbound,61,08:00,Thursday
35 to 35A,Southbound,48,08:00,Thursday
35A to 36,Northbound,64,08:00,Thursday
35A to 36,Southbound,61,08:00,Thursday
36 to 37,Northbound,68,08:00,Thursday
36 to 37,Southbound,64,08:00,Thursday
37 to 38,Northbound,70,08:00,Thursday
37 to 38,Southbound,68,08:00,Thursday
38 to 39,Northbound,70,08:00,Thursday
38 to 39,Southbound,64,08:00,Thursday
39 to 40,Northbound,62,08:00,Thursday
39 to 40,Southbound,63,08:00,Thursday
40 to 41,Northbound,56,08:00,Thursday
40 to 41,Southbound,62,08:00,Thursday
41 to 42,Northbound,64,08:00,Thursday
41 to 42,Southbound,63,08:00,Thursday
42 to 43/44,Northbound,61,08:00,Thursday
42 to 43/44,Southbound,60,08:00,Thursday
43/44 to 45,Northbound,31,08:00,Thursday
43/44 to 45,Southbound,66,08:00,Thursday
45 to 46,Northbound,25,08:00,Thursday
45 to 46,Southbound,59,08:00,Thursday
46 to 47,Northbound,48,08:00,Thursday
46 to 47,Southbound,47,08:00,Thursday
47 to 48,Northbound,53,08:00,Thursday
47 to 48,Southbound,50,08:00,Thursday
1 to 2,Northbound,64,13:00,Thursday
1 to 2,Southbound,56,13:00,Thursday
2 to 4,Northbound,70,13:00,Thursday
2 to 4,Southbound,67,13:00,Thursday
4 to 5,Northbound,64,13:00,Thursday
4 to 5,Southbound,70,13:00,Thursday
5 to 6,Northbound,61,13:00,Thursday
5 to 6,Southbound,70,13:00,Thursday
6 to 6A,Northbound,58,13:00,Thursday
6 to 6A,Southbound,60,13:00,Thursday
6A to 7,Northbound,58,13:00,Thursday
6A to 7,Southbound,60,13:00,Thursday
7 to 8,Northbound,53,13:00,Thursday
7 to 8,Southbound,49,13:00,Thursday
8 to 9,Northbound,44,13:00,Thursday
 8 to 9,Southbound,59,13:00,Thursday
9 to 10,Northbound,28,13:00,Thursday
9 to 10,Southbound,59,13:00,Thursday
10 to 11,Northbound,43,13:00,Thursday
10 to 11,Southbound,50,13:00,Thursday
11 to 11A,Northbound,52,13:00,Thursday
11 to 11A,Southbound,50,13:00,Thursday
11A to 12,Northbound,52,13:00,Thursday
11A to 12,Southbound,52,13:00,Thursday
12 to 13,Northbound,39,13:00,Thursday
12 to 13,Southbound,50,13:00,Thursday
13 to14,Northbound,64,13:00,Thursday
13 to14,Southbound,55,13:00,Thursday
14 to 15,Northbound,65,13:00,Thursday
14 to15,Southbound,65,13:00,Thursday
15 to 15A,Northbound,62,13:00,Thursday
15 to 15A,Southbound,64,13:00,Thursday
15A to 16,Northbound,66,13:00,Thursday
15A to 16,Southbound,64,13:00,Thursday
16 to 17,Northbound,66,13:00,Thursday
16 to 17,Southbound,64,13:00,Thursday
17 to 18,Northbound,66,13:00,Thursday
17 to 18,Southbound,63,13:00,Thursday
18 to 19,Northbound,65,13:00,Thursday
18 to 19,Southbound,64,13:00,Thursday
19 to 20,Northbound,69,13:00,Thursday
19 to 20,Southbound,66,13:00,Thursday
20 to 21,Northbound,68,13:00,Thursday
20 to 21,Southbound,70,13:00,Thursday
21 to 21A,Northbound,60,13:00,Thursday
21 to 21A,Southbound,63,13:00,Thursday
21A to 22,Northbound,64,13:00,Thursday
21A to 22,Southbound,65,13:00,Thursday
22 to 23,Northbound,62,13:00,Thursday
22 to 23,Southbound,63,13:00,Thursday
23 to 23A,Northbound,60,13:00,Thursday
23 to 23A,Southbound,64,13:00,Thursday
23A to 24,Northbound,61,13:00,Thursday
23A to 24,Southbound,64,13:00,Thursday
24 to 24A,Northbound,60,13:00,Thursday
24 to 24A,Southbound,65,13:00,Thursday
24A to 25,Northbound,59,13:00,Thursday
24A to 25,Southbound,66,13:00,Thursday
25 to 26,Northbound,65,13:00,Thursday
25 to 26,Southbound,65,13:00,Thursday
26 to 27,Northbound,66,13:00,Thursday
26 to 27,Southbound,62,13:00,Thursday
27 to 28,Northbound,66,13:00,Thursday
27 to 28,Southbound,62,13:00,Thursday
28 to 29,Northbound,64,13:00,Thursday
28 to 29,Southbound,64,13:00,Thursday
29 to 29A,Northbound,65,13:00,Thursday
29 to 29A,Southbound,64,13:00,Thursday
29A to 30,Northbound,55,13:00,Thursday
29A to 30,Southbound,52,13:00,Thursday
30 to 31,Northbound,55,13:00,Thursday
30 to 31,Southbound,48,13:00,Thursday
31 to 32,Northbound,61,13:00,Thursday
31 to 32,Southbound,48,13:00,Thursday
32 to 33,Northbound,48,13:00,Thursday
32 to 33,Southbound,49,13:00,Thursday
33 to 34,Northbound,47,13:00,Thursday
33 to 34,Southbound,46,13:00,Thursday
34 to 35,Northbound,47,13:00,Thursday
34 to 35,Southbound,47,13:00,Thursday
35 to 35A,Northbound,61,13:00,Thursday
35 to 35A,Southbound,51,13:00,Thursday
35A to 36,Northbound,66,13:00,Thursday
35A to 36,Southbound,62,13:00,Thursday
36 to 37,Northbound,63,13:00,Thursday
36 to 37,Southbound,62,13:00,Thursday
37 to 38,Northbound,67,13:00,Thursday
37 to 38,Southbound,62,13:00,Thursday
38 to 39,Northbound,67,13:00,Thursday
38 to 39,Southbound,65,13:00,Thursday
39 to 40,Northbound,65,13:00,Thursday
39 to 40,Southbound,63,13:00,Thursday
40 to 41,Northbound,64,13:00,Thursday
40 to 41,Southbound,64,13:00,Thursday
41 to 42,Northbound,55,13:00,Thursday
41 to 42,Southbound,61,13:00,Thursday
42 to 43/44,Northbound,61,13:00,Thursday
42 to 43/44,Southbound,64,13:00,Thursday
43/44 to 45,Northbound,65,13:00,Thursday
43/44 to 45,Southbound,63,13:00,Thursday
45 to 46,Northbound,49,13:00,Thursday
45 to 46,Southbound,58,13:00,Thursday
46 to 47,Northbound,47,13:00,Thursday
46 to 47,Southbound,55,13:00,Thursday
47 to 48,Northbound,51,13:00,Thursday
47 to 48,Southbound,55,13:00,Thursday
1 to 2,Northbound,68,18:00,Thursday
1 to 2,Southbound,65,18:00,Thursday
2 to 4,Northbound,70,18:00,Thursday
2 to 4,Southbound,69,18:00,Thursday
4 to 5,Northbound,70,18:00,Thursday
4 to 5,Southbound,70,18:00,Thursday
5 to 6,Northbound,69,18:00,Thursday
5 to 6,Southbound,66,18:00,Thursday
6 to 6A,Northbound,66,18:00,Thursday
6 to 6A,Southbound,70,18:00,Thursday
6A to 7,Northbound,56,18:00,Thursday
6A to 7,Southbound,62,18:00,Thursday
7 to 8,Northbound,53,18:00,Thursday
7 to 8,Southbound,51,18:00,Thursday
8 to 9,Northbound,26,18:00,Thursday
 8 to 9,Southbound,57,18:00,Thursday
9 to 10,Northbound,19,18:00,Thursday
9 to 10,Southbound,59,18:00,Thursday
10 to 11,Northbound,37,18:00,Thursday
10 to 11,Southbound,51,18:00,Thursday
11 to 11A,Northbound,25,18:00,Thursday
11 to 11A,Southbound,50,18:00,Thursday
11A to 12,Northbound,17,18:00,Thursday
11A to 12,Southbound,52,18:00,Thursday
12 to 13,Northbound,48,18:00,Thursday
12 to 13,Southbound,50,18:00,Thursday
13 to14,Northbound,62,18:00,Thursday
13 to14,Southbound,61,18:00,Thursday
14 to 15,Northbound,68,18:00,Thursday
14 to15,Southbound,66,18:00,Thursday
15 to 15A,Northbound,66,18:00,Thursday
15 to 15A,Southbound,62,18:00,Thursday
15A to 16,Northbound,66,18:00,Thursday
15A to 16,Southbound,64,18:00,Thursday
16 to 17,Northbound,69,18:00,Thursday
16 to 17,Southbound,65,18:00,Thursday
17 to 18,Northbound,70,18:00,Thursday
17 to 18,Southbound,65,18:00,Thursday
18 to 19,Northbound,69,18:00,Thursday
18 to 19,Southbound,65,18:00,Thursday
19 to 20,Northbound,69,18:00,Thursday
19 to 20,Southbound,63,18:00,Thursday
20 to 21,Northbound,69,18:00,Thursday
20 to 21,Southbound,65,18:00,Thursday
21 to 21A,Northbound,58,18:00,Thursday
21 to 21A,Southbound,57,18:00,Thursday
21A to 22,Northbound,67,18:00,Thursday
21A to 22,Southbound,68,18:00,Thursday
22 to 23,Northbound,70,18:00,Thursday
22 to 23,Southbound,65,18:00,Thursday
23 to 23A,Northbound,69,18:00,Thursday
23 to 23A,Southbound,64,18:00,Thursday
23A to 24,Northbound,66,18:00,Thursday
23A to 24,Southbound,25,18:00,Thursday
24 to 24A,Northbound,70,18:00,Thursday
24 to 24A,Southbound,53,18:00,Thursday
24A to 25,Northbound,59,18:00,Thursday
24A to 25,Southbound,70,18:00,Thursday
25 to 26,Northbound,66,18:00,Thursday
25 to 26,Southbound,70,18:00,Thursday
26 to 27,Northbound,69,18:00,Thursday
26 to 27,Southbound,70,18:00,Thursday
27 to 28,Northbound,50,18:00,Thursday
27 to 28,Southbound,68,18:00,Thursday
28 to 29,Northbound,47,18:00,Thursday
28 to 29,Southbound,66,18:00,Thursday
29 to 29A,Northbound,16,18:00,Thursday
29 to 29A,Southbound,63,18:00,Thursday
29A to 30,Northbound,32,18:00,Thursday
29A to 30,Southbound,50,18:00,Thursday
30 to 31,Northbound,50,18:00,Thursday
30 to 31,Southbound,44,18:00,Thursday
31 to 32,Northbound,65,18:00,Thursday
31 to 32,Southbound,22,18:00,Thursday
32 to 33,Northbound,48,18:00,Thursday
32 to 33,Southbound,35,18:00,Thursday
33 to 34,Northbound,49,18:00,Thursday
33 to 34,Southbound,21,18:00,Thursday
34 to 35,Northbound,47,18:00,Thursday
34 to 35,Southbound,48,18:00,Thursday
35 to 35A,Northbound,60,18:00,Thursday
35 to 35A,Southbound,48,18:00,Thursday
35A to 36,Northbound,66,18:00,Thursday
35A to 36,Southbound,65,18:00,Thursday
36 to 37,Northbound,67,18:00,Thursday
36 to 37,Southbound,70,18:00,Thursday
37 to 38,Northbound,68,18:00,Thursday
37 to 38,Southbound,70,18:00,Thursday
38 to 39,Northbound,70,18:00,Thursday
38 to 39,Southbound,70,18:00,Thursday
39 to 40,Northbound,69,18:00,Thursday
39 to 40,Southbound,65,18:00,Thursday
40 to 41,Northbound,68,18:00,Thursday
40 to 41,Southbound,64,18:00,Thursday
41 to 42,Northbound,66,18:00,Thursday
41 to 42,Southbound,62,18:00,Thursday
42 to 43/44,Northbound,62,18:00,Thursday
42 to 43/44,Southbound,64,18:00,Thursday
43/44 to 45,Northbound,19,18:00,Thursday
43/44 to 45,Southbound,63,18:00,Thursday
45 to 46,Northbound,32,18:00,Thursday
45 to 46,Southbound,56,18:00,Thursday
46 to 47,Northbound,54,18:00,Thursday
46 to 47,Southbound,35,18:00,Thursday
47 to 48,Northbound,58,18:00,Thursday
47 to 48,Southbound,38,18:00,Thursday
1 to 2,Northbound,66,22:00,Thursday
1 to 2,Southbound,59,22:00,Thursday
2 to 4,Northbound,68,22:00,Thursday
2 to 4,Southbound,66,22:00,Thursday
4 to 5,Northbound,68,22:00,Thursday
4 to 5,Southbound,65,22:00,Thursday
5 to 6,Northbound,66,22:00,Thursday
5 to 6,Southbound,69,22:00,Thursday
6 to 6A,Northbound,65,22:00,Thursday
6 to 6A,Southbound,70,22:00,Thursday
6A to 7,Northbound,62,22:00,Thursday
6A to 7,Southbound,65,22:00,Thursday
7 to 8,Northbound,59,22:00,Thursday
7 to 8,Southbound,59,22:00,Thursday
8 to 9,Northbound,64,22:00,Thursday
 8 to 9,Southbound,58,22:00,Thursday
9 to 10,Northbound,57,22:00,Thursday
9 to 10,Southbound,64,22:00,Thursday
10 to 11,Northbound,48,22:00,Thursday
10 to 11,Southbound,50,22:00,Thursday
11 to 11A,Northbound,48,22:00,Thursday
11 to 11A,Southbound,52,22:00,Thursday
11A to 12,Northbound,48,22:00,Thursday
11A to 12,Southbound,53,22:00,Thursday
12 to 13,Northbound,49,22:00,Thursday
12 to 13,Southbound,53,22:00,Thursday
13 to14,Northbound,63,22:00,Thursday
13 to14,Southbound,61,22:00,Thursday
14 to 15,Northbound,44,22:00,Thursday
14 to15,Southbound,37,22:00,Thursday
15 to 15A,Northbound,59,22:00,Thursday
15 to 15A,Southbound,69,22:00,Thursday
15A to 16,Northbound,58,22:00,Thursday
15A to 16,Southbound,64,22:00,Thursday
16 to 17,Northbound,21,22:00,Thursday
16 to 17,Southbound,60,22:00,Thursday
17 to 18,Northbound,66,22:00,Thursday
17 to 18,Southbound,49,22:00,Thursday
18 to 19,Northbound,48,22:00,Thursday
18 to 19,Southbound,60,22:00,Thursday
19 to 20,Northbound,68,22:00,Thursday
19 to 20,Southbound,66,22:00,Thursday
20 to 21,Northbound,62,22:00,Thursday
20 to 21,Southbound,32,22:00,Thursday
21 to 21A,Northbound,53,22:00,Thursday
21 to 21A,Southbound,58,22:00,Thursday
21A to 22,Northbound,56,22:00,Thursday
21A to 22,Southbound,65,22:00,Thursday
22 to 23,Northbound,60,22:00,Thursday
22 to 23,Southbound,67,22:00,Thursday
23 to 23A,Northbound,63,22:00,Thursday
23 to 23A,Southbound,62,22:00,Thursday
23A to 24,Northbound,64,22:00,Thursday
23A to 24,Southbound,56,22:00,Thursday
24 to 24A,Northbound,63,22:00,Thursday
24 to 24A,Southbound,56,22:00,Thursday
24A to 25,Northbound,63,22:00,Thursday
24A to 25,Southbound,55,22:00,Thursday
25 to 26,Northbound,62,22:00,Thursday
25 to 26,Southbound,58,22:00,Thursday
26 to 27,Northbound,60,22:00,Thursday
26 to 27,Southbound,62,22:00,Thursday
27 to 28,Northbound,65,22:00,Thursday
27 to 28,Southbound,66,22:00,Thursday
28 to 29,Northbound,63,22:00,Thursday
28 to 29,Southbound,60,22:00,Thursday
29 to 29A,Northbound,29,22:00,Thursday
29 to 29A,Southbound,65,22:00,Thursday
29A to 30,Northbound,45,22:00,Thursday
29A to 30,Southbound,45,22:00,Thursday
30 to 31,Northbound,54,22:00,Thursday
30 to 31,Southbound,41,22:00,Thursday
31 to 32,Northbound,64,22:00,Thursday
31 to 32,Southbound,51,22:00,Thursday
32 to 33,Northbound,50,22:00,Thursday
32 to 33,Southbound,51,22:00,Thursday
33 to 34,Northbound,50,22:00,Thursday
33 to 34,Southbound,47,22:00,Thursday
34 to 35,Northbound,50,22:00,Thursday
34 to 35,Southbound,52,22:00,Thursday
35 to 35A,Northbound,60,22:00,Thursday
35 to 35A,Southbound,48,22:00,Thursday
35A to 36,Northbound,69,22:00,Thursday
35A to 36,Southbound,68,22:00,Thursday
36 to 37,Northbound,70,22:00,Thursday
36 to 37,Southbound,66,22:00,Thursday
37 to 38,Northbound,59,22:00,Thursday
37 to 38,Southbound,62,22:00,Thursday
38 to 39,Northbound,69,22:00,Thursday
38 to 39,Southbound,59,22:00,Thursday
39 to 40,Northbound,61,22:00,Thursday
39 to 40,Southbound,65,22:00,Thursday
40 to 41,Northbound,41,22:00,Thursday
40 to 41,Southbound,64,22:00,Thursday
41 to 42,Northbound,65,22:00,Thursday
41 to 42,Southbound,64,22:00,Thursday
42 to 43/44,Northbound,66,22:00,Thursday
42 to 43/44,Southbound,61,22:00,Thursday
43/44 to 45,Northbound,62,22:00,Thursday
43/44 to 45,Southbound,61,22:00,Thursday
45 to 46,Northbound,48,22:00,Thursday
45 to 46,Southbound,58,22:00,Thursday
46 to 47,Northbound,48,22:00,Thursday
46 to 47,Southbound,49,22:00,Thursday
47 to 48,Northbound,62,22:00,Thursday
47 to 48,Southbound,49,22:00,Thursday
1 to 2,Northbound,61,08:00,Friday
1 to 2,Southbound,61,08:00,Friday
2 to 4,Northbound,67,08:00,Friday
2 to 4,Southbound,70,08:00,Friday
4 to 5,Northbound,68,08:00,Friday
4 to 5,Southbound,65,08:00,Friday
5 to 6,Northbound,60,08:00,Friday
5 to 6,Southbound,66,08:00,Friday
6 to 6A,Northbound,67,08:00,Friday
6 to 6A,Southbound,70,08:00,Friday
6A to 7,Northbound,62,08:00,Friday
6A to 7,Southbound,61,08:00,Friday
7 to 8,Northbound,59,08:00,Friday
7 to 8,Southbound,58,08:00,Friday
8 to 9,Northbound,65,08:00,Friday
 8 to 9,Southbound,57,08:00,Friday
9 to 10,Northbound,59,08:00,Friday
9 to 10,Southbound,58,08:00,Friday
10 to 11,Northbound,52,08:00,Friday
10 to 11,Southbound,48,08:00,Friday
11 to 11A,Northbound,51,08:00,Friday
11 to 11A,Southbound,50,08:00,Friday
11A to 12,Northbound,49,08:00,Friday
11A to 12,Southbound,51,08:00,Friday
12 to 13,Northbound,48,08:00,Friday
12 to 13,Southbound,52,08:00,Friday
13 to14,Northbound,62,08:00,Friday
13 to14,Southbound,62,08:00,Friday
14 to 15,Northbound,59,08:00,Friday
14 to15,Southbound,65,08:00,Friday
15 to 15A,Northbound,62,08:00,Friday
15 to 15A,Southbound,65,08:00,Friday
15A to 16,Northbound,70,08:00,Friday
15A to 16,Southbound,60,08:00,Friday
16 to 17,Northbound,70,08:00,Friday
16 to 17,Southbound,64,08:00,Friday
17 to 18,Northbound,70,08:00,Friday
17 to 18,Southbound,63,08:00,Friday
18 to 19,Northbound,63,08:00,Friday
18 to 19,Southbound,63,08:00,Friday
19 to 20,Northbound,55,08:00,Friday
19 to 20,Southbound,68,08:00,Friday
20 to 21,Northbound,28,08:00,Friday
20 to 21,Southbound,70,08:00,Friday
21 to 21A,Northbound,59,08:00,Friday
21 to 21A,Southbound,62,08:00,Friday
21A to 22,Northbound,62,08:00,Friday
21A to 22,Southbound,68,08:00,Friday
22 to 23,Northbound,70,08:00,Friday
22 to 23,Southbound,67,08:00,Friday
23 to 23A,Northbound,70,08:00,Friday
23 to 23A,Southbound,67,08:00,Friday
23A to 24,Northbound,69,08:00,Friday
23A to 24,Southbound,66,08:00,Friday
24 to 24A,Northbound,69,08:00,Friday
24 to 24A,Southbound,67,08:00,Friday
24A to 25,Northbound,66,08:00,Friday
24A to 25,Southbound,66,08:00,Friday
25 to 26,Northbound,68,08:00,Friday
25 to 26,Southbound,68,08:00,Friday
26 to 27,Northbound,66,08:00,Friday
26 to 27,Southbound,70,08:00,Friday
27 to 28,Northbound,67,08:00,Friday
27 to 28,Southbound,69,08:00,Friday
28 to 29,Northbound,67,08:00,Friday
28 to 29,Southbound,67,08:00,Friday
29 to 29A,Northbound,64,08:00,Friday
29 to 29A,Southbound,65,08:00,Friday
29A to 30,Northbound,49,08:00,Friday
29A to 30,Southbound,52,08:00,Friday
30 to 31,Northbound,53,08:00,Friday
30 to 31,Southbound,48,08:00,Friday
31 to 32,Northbound,58,08:00,Friday
31 to 32,Southbound,51,08:00,Friday
32 to 33,Northbound,48,08:00,Friday
32 to 33,Southbound,52,08:00,Friday
33 to 34,Northbound,49,08:00,Friday
33 to 34,Southbound,47,08:00,Friday
34 to 35,Northbound,49,08:00,Friday
34 to 35,Southbound,50,08:00,Friday
35 to 35A,Northbound,58,08:00,Friday
35 to 35A,Southbound,50,08:00,Friday
35A to 36,Northbound,68,08:00,Friday
35A to 36,Southbound,67,08:00,Friday
36 to 37,Northbound,70,08:00,Friday
36 to 37,Southbound,70,08:00,Friday
37 to 38,Northbound,70,08:00,Friday
37 to 38,Southbound,69,08:00,Friday
38 to 39,Northbound,68,08:00,Friday
38 to 39,Southbound,68,08:00,Friday
39 to 40,Northbound,65,08:00,Friday
39 to 40,Southbound,62,08:00,Friday
40 to 41,Northbound,63,08:00,Friday
40 to 41,Southbound,60,08:00,Friday
41 to 42,Northbound,70,08:00,Friday
41 to 42,Southbound,60,08:00,Friday
42 to 43/44,Northbound,69,08:00,Friday
42 to 43/44,Southbound,62,08:00,Friday
43/44 to 45,Northbound,61,08:00,Friday
43/44 to 45,Southbound,67,08:00,Friday
45 to 46,Northbound,50,08:00,Friday
45 to 46,Southbound,60,08:00,Friday
46 to 47,Northbound,51,08:00,Friday
46 to 47,Southbound,48,08:00,Friday
47 to 48,Northbound,58,08:00,Friday
47 to 48,Southbound,49,08:00,Friday
1 to 2,Northbound,68,13:00,Friday
1 to 2,Southbound,56,13:00,Friday
2 to 4,Northbound,70,13:00,Friday
2 to 4,Southbound,70,13:00,Friday
4 to 5,Northbound,61,13:00,Friday
4 to 5,Southbound,68,13:00,Friday
5 to 6,Northbound,70,13:00,Friday
5 to 6,Southbound,67,13:00,Friday
6 to 6A,Northbound,66,13:00,Friday
6 to 6A,Southbound,70,13:00,Friday
6A to 7,Northbound,58,13:00,Friday
6A to 7,Southbound,58,13:00,Friday
7 to 8,Northbound,55,13:00,Friday
7 to 8,Southbound,49,13:00,Friday
8 to 9,Northbound,30,13:00,Friday
 8 to 9,Southbound,61,13:00,Friday
9 to 10,Northbound,18,13:00,Friday
9 to 10,Southbound,59,13:00,Friday
10 to 11,Northbound,34,13:00,Friday
10 to 11,Southbound,45,13:00,Friday
11 to 11A,Northbound,49,13:00,Friday
11 to 11A,Southbound,47,13:00,Friday
11A to 12,Northbound,52,13:00,Friday
11A to 12,Southbound,52,13:00,Friday
12 to 13,Northbound,51,13:00,Friday
12 to 13,Southbound,51,13:00,Friday
13 to14,Northbound,61,13:00,Friday
13 to14,Southbound,58,13:00,Friday
14 to 15,Northbound,63,13:00,Friday
14 to15,Southbound,65,13:00,Friday
15 to 15A,Northbound,62,13:00,Friday
15 to 15A,Southbound,60,13:00,Friday
15A to 16,Northbound,63,13:00,Friday
15A to 16,Southbound,61,13:00,Friday
16 to 17,Northbound,60,13:00,Friday
16 to 17,Southbound,53,13:00,Friday
17 to 18,Northbound,63,13:00,Friday
17 to 18,Southbound,64,13:00,Friday
18 to 19,Northbound,63,13:00,Friday
18 to 19,Southbound,62,13:00,Friday
19 to 20,Northbound,67,13:00,Friday
19 to 20,Southbound,60,13:00,Friday
20 to 21,Northbound,67,13:00,Friday
20 to 21,Southbound,66,13:00,Friday
21 to 21A,Northbound,55,13:00,Friday
21 to 21A,Southbound,35,13:00,Friday
21A to 22,Northbound,69,13:00,Friday
21A to 22,Southbound,59,13:00,Friday
22 to 23,Northbound,70,13:00,Friday
22 to 23,Southbound,62,13:00,Friday
23 to 23A,Northbound,65,13:00,Friday
23 to 23A,Southbound,66,13:00,Friday
23A to 24,Northbound,65,13:00,Friday
23A to 24,Southbound,63,13:00,Friday
24 to 24A,Northbound,67,13:00,Friday
24 to 24A,Southbound,62,13:00,Friday
24A to 25,Northbound,67,13:00,Friday
24A to 25,Southbound,62,13:00,Friday
25 to 26,Northbound,70,13:00,Friday
25 to 26,Southbound,66,13:00,Friday
26 to 27,Northbound,68,13:00,Friday
26 to 27,Southbound,65,13:00,Friday
27 to 28,Northbound,60,13:00,Friday
27 to 28,Southbound,64,13:00,Friday
28 to 29,Northbound,64,13:00,Friday
28 to 29,Southbound,66,13:00,Friday
29 to 29A,Northbound,25,13:00,Friday
29 to 29A,Southbound,64,13:00,Friday
29A to 30,Northbound,38,13:00,Friday
29A to 30,Southbound,49,13:00,Friday
30 to 31,Northbound,49,13:00,Friday
30 to 31,Southbound,47,13:00,Friday
31 to 32,Northbound,56,13:00,Friday
31 to 32,Southbound,46,13:00,Friday
